Data_key,Game_number,Engine_Depth,Game_date,Game_type,White_player,Black_player,White_rating,Black_rating,My_colour,My_rating,Winner,User_winner,number_of_moves,White_accuracy,White_opening_accuracy,White_middle_accuracy,White_end_accuracy,No_best_white,No_great_white,No_good_white,No_ok_white,No_inaccuracy_white,No_mistake_white,No_blunder_white,Improvement_white,Black_accuracy,Black_opening_accuracy,Black_middle_accuracy,Black_end_accuracy,No_best_black,No_great_black,No_good_black,No_ok_black,No_inaccuracy_black,No_mistake_black,No_blunder_black,Improvement_black,User_accuracy,User_opening_accuracy,User_middle_accuracy,User_end_accuracy,No_best_user,No_great_user,No_good_user,No_ok_user,No_inaccuracy_user,No_mistake_user,No_blunder_user,Improvement_user
"944, 2021.01.13, 10",944,10,2021.01.13,180,Ainceer,resadze27,912,901,White,912,White,1,29.5,82.11,90.69,74.58,81.06,13,6,4,2,0,3,2,1,74.3,79.33,62.17,82.18,8,7,5,1,1,2,5,1,82.11,90.69,74.58,81.06,13,6,4,2,0,3,2,1
"945, 2021.01.13, 10",945,10,2021.01.13,180,Ainceer,ChicoRafael,903,871,White,903,Black,0,16.5,78.08,96.2,56.87,81.8,9,3,1,0,1,0,3,1,78.43,91.7,60.93,80.02,6,4,1,2,0,1,2,1,78.08,96.2,56.87,81.8,9,3,1,0,1,0,3,1
"946, 2021.01.13, 10",946,10,2021.01.13,180,pumpkinlatte,Ainceer,853,910,Black,910,Black,1,60,64.37,61.63,59.71,71.76,17,7,4,11,2,4,15,1,74.37,82.08,70.09,70.94,24,11,5,3,4,3,10,1,74.37,82.08,70.09,70.94,24,11,5,3,4,3,15,1
"947, 2021.01.13, 10",947,10,2021.01.13,180,Starman58,Ainceer,905,918,Black,918,Black,1,5,95.63,99.02,96.68,86.74,0,4,1,0,0,0,0,2,98.68,99.46,97.23,100,2,3,0,0,0,0,0,1,98.68,99.46,97.23,100,2,3,0,0,0,0,0,1
"948, 2021.01.13, 10",948,10,2021.01.13,180,Michal19759,Ainceer,911,926,Black,926,Black,1,41,64.56,57.35,60.01,77.21,10,7,6,2,5,0,11,0,76.52,90.46,71.41,67.03,17,8,4,3,1,1,7,2,76.52,90.46,71.41,67.03,17,8,4,3,1,1,11,2
"949, 2021.01.13, 10",949,10,2021.01.13,180,arfurjohntom,Ainceer,911,917,Black,917,White,0,16,64.76,76.85,59.66,55.34,5,2,1,1,3,0,4,2,75.18,99.18,78.96,42.58,5,7,0,0,0,0,4,2,75.18,99.18,78.96,42.58,5,7,0,0,0,0,4,2
"950, 2021.01.13, 10",950,10,2021.01.13,180,Ainceer,LeeZooq,910,955,White,910,Black,0,52,69.72,67.59,56.18,85.51,21,6,3,5,3,3,11,1,69.7,67.7,63.39,78.14,21,8,2,5,1,3,12,1,69.72,67.59,56.18,85.51,21,6,3,5,3,3,11,1
"951, 2021.01.13, 10",951,10,2021.01.13,180,CongolesLizzo,Ainceer,943,903,Black,903,White,0,31.5,64.04,72.62,60.96,58,12,2,4,2,2,1,9,2,60.87,84.53,50.38,45.34,15,2,1,0,1,1,11,2,60.87,84.53,50.38,45.34,15,2,1,0,1,1,9,2
"952, 2021.01.13, 10",952,10,2021.01.13,180,Ainceer,vegetablue80,895,928,White,895,Black,0,5,85.84,98.58,66.02,100,2,1,1,0,1,0,0,1,92.66,97.82,93.8,80.07,0,4,1,0,0,0,0,2,85.84,98.58,66.02,100,2,1,1,0,1,0,0,1
"953, 2021.01.13, 10",953,10,2021.01.13,180,RamonaF,Ainceer,936,904,Black,904,Black,1,43,51.16,75.99,26.5,49.22,9,6,1,4,4,2,17,1,60.96,79.34,49.54,52.68,15,2,4,5,3,3,11,1,60.96,79.34,49.54,52.68,15,2,4,5,3,3,17,1
"954, 2021.01.13, 10",954,10,2021.01.13,180,Alpenlaufer,Ainceer,893,912,Black,912,Black,1,35,67.76,78.65,78.91,43.71,12,4,6,2,2,1,8,2,59.67,75.66,61.64,40.07,8,5,4,2,5,0,11,2,59.67,75.66,61.64,40.07,8,5,4,2,5,0,8,2
"955, 2021.01.14, 10",955,10,2021.01.14,180,Ainceer,shankha1234,911,881,White,911,Draw,0,61,60.44,77.64,38.04,64.77,21,6,7,4,0,1,22,1,63.95,67.09,60.34,64.26,23,5,4,7,3,1,18,1,60.44,77.64,38.04,64.77,21,6,7,4,0,1,22,1
"956, 2021.01.14, 10",956,10,2021.01.14,180,Ainceer,AnsarZK,903,932,White,903,Black,0,52,67.73,74.17,57.6,71.04,17,12,3,1,3,2,14,1,74.39,74.04,69.18,79.96,24,8,1,6,3,0,10,1,67.73,74.17,57.6,71.04,17,12,3,1,3,2,14,1
"957, 2021.01.14, 10",957,10,2021.01.14,180,Ainceer,man37au,895,913,White,895,Black,0,16,73.34,98.18,75.29,41.59,6,3,0,2,2,1,2,2,70.82,68.76,61.12,83.01,6,1,2,2,2,1,2,1,73.34,98.18,75.29,41.59,6,3,0,2,2,1,2,2
"958, 2021.01.14, 10",958,10,2021.01.14,180,Sleepy_meh,Ainceer,899,895,Black,895,Draw,0,70,76.58,78.95,76.86,73.84,24,19,5,5,1,4,12,2,85.07,81.53,80.81,93.02,31,20,6,2,3,1,7,1,85.07,81.53,80.81,93.02,31,20,6,2,3,1,12,1
"959, 2021.01.14, 10",959,10,2021.01.14,180,Ainceer,Tmastermind,902,842,White,902,White,1,54.5,56.07,64.65,54.63,48.44,14,8,1,6,3,6,17,2,57.99,59.36,65.85,48.75,14,8,4,4,4,4,16,2,56.07,64.65,54.63,48.44,14,8,1,6,3,6,17,2
"960, 2021.01.14, 10",960,10,2021.01.14,180,Chessargenton,Ainceer,938,895,Black,895,White,0,35.5,73.4,85.81,58.73,75.67,12,7,2,6,1,1,7,1,82.39,98.68,72.39,75.53,18,8,1,2,1,0,5,1,82.39,98.68,72.39,75.53,18,8,1,2,1,0,7,1
"961, 2021.01.14, 10",961,10,2021.01.14,180,Ainceer,Jecan21,904,911,White,904,White,1,44.5,57.89,63.61,47.11,62.94,12,6,5,3,2,2,15,1,68.65,69.59,69.79,66.4,16,10,0,3,2,2,11,2,57.89,63.61,47.11,62.94,12,6,5,3,2,2,15,1
"962, 2021.01.14, 10",962,10,2021.01.14,180,samer9705,Ainceer,899,912,Black,912,Black,1,42,49.14,61.35,48.33,37.73,10,3,4,1,4,2,18,2,46.12,45.96,49.23,43.18,11,3,3,1,2,1,21,2,46.12,45.96,49.23,43.18,11,3,3,1,2,1,18,2
"963, 2021.01.14, 10",963,10,2021.01.14,180,Ainceer,moustafasaadhoom,919,879,White,919,White,1,28.5,72.2,78.98,52.02,87.09,8,8,2,3,1,2,5,1,67.53,66.62,47.95,88.14,11,3,3,1,2,1,7,1,72.2,78.98,52.02,87.09,8,8,2,3,1,2,5,1
"964, 2021.01.14, 10",964,10,2021.01.14,180,faynard,Ainceer,895,927,Black,927,Black,1,30,50.06,54.4,58.48,37.3,9,3,0,1,1,5,11,2,52.57,77.06,30.7,49.95,7,6,1,2,0,0,14,1,52.57,77.06,30.7,49.95,7,6,1,2,0,0,11,1
"965, 2021.01.14, 10",965,10,2021.01.14,180,ximax38,Ainceer,928,935,Black,935,Black,1,14.5,65.31,70.14,80,45.8,6,2,1,0,1,0,5,2,77.95,99.76,75.71,53.48,7,3,0,1,0,0,3,2,77.95,99.76,75.71,53.48,7,3,0,1,0,0,5,2
"966, 2021.01.14, 10",966,10,2021.01.14,180,AlissonVP,Ainceer,973,944,Black,944,Black,1,41,68.39,92.36,52.37,59.82,6,16,1,5,1,3,9,1,76.07,92.61,68.97,65.91,14,9,3,7,2,0,6,2,76.07,92.61,68.97,65.91,14,9,3,7,2,0,9,2
"967, 2021.01.14, 10",967,10,2021.01.14,180,Ainceer,barneyross006,937,973,White,937,Black,0,41,68.42,89.1,58.35,57.02,14,6,4,3,3,3,8,2,62.05,69.08,54.31,62.81,9,8,2,3,7,1,11,1,68.42,89.1,58.35,57.02,14,6,4,3,3,3,8,2
"968, 2021.01.14, 10",968,10,2021.01.14,180,Ainceer,Monicabcn,928,906,White,928,Black,0,26,59.15,84.95,26.52,66.82,8,4,3,0,1,1,9,1,65.24,72.17,42.53,82.99,9,4,4,1,0,0,8,1,59.15,84.95,26.52,66.82,8,4,3,0,1,1,9,1
"969, 2021.01.14, 10",969,10,2021.01.14,180,Etgaro1,Ainceer,918,920,Black,920,White,0,49,79.67,72.9,72.98,93.55,16,13,6,4,5,0,5,0,79.44,73.7,71.4,93.58,18,15,2,3,3,1,7,1,79.44,73.7,71.4,93.58,18,15,2,3,3,1,5,1
"970, 2021.01.14, 10",970,10,2021.01.14,180,Ainceer,madmax7552,928,898,White,928,White,1,20.5,94.03,95.78,88.2,98.1,8,8,4,0,0,1,0,1,68.06,91.89,53.24,57.56,6,4,1,3,0,1,5,1,94.03,95.78,88.2,98.1,8,8,4,0,0,1,0,1
"971, 2021.01.14, 10",971,10,2021.01.14,180,Ainceer,ulaskan98,920,921,White,920,Black,0,51,69.27,81.4,66,60.41,12,13,4,5,5,3,9,2,72.29,77.12,66.86,72.87,20,10,3,3,4,1,10,1,69.27,81.4,66,60.41,12,13,4,5,5,3,9,2
"972, 2021.01.14, 10",972,10,2021.01.14,180,badatchess10101,Ainceer,971,913,Black,913,White,0,34,72.46,87.12,58.69,70.25,13,7,3,2,0,2,7,1,57.76,81.17,42.28,47.69,10,5,2,1,2,3,11,1,57.76,81.17,42.28,47.69,10,5,2,1,2,3,7,1
"973, 2021.01.14, 10",973,10,2021.01.14,180,Ainceer,Bluke7,920,878,White,920,White,1,26.5,61.84,50.08,77.87,57.58,9,3,2,1,2,2,8,0,45.36,49.53,37.23,49.8,6,4,0,1,0,3,12,1,61.84,50.08,77.87,57.58,9,3,2,1,2,2,8,0
"974, 2021.01.14, 10",974,10,2021.01.14,180,alangolshani,Ainceer,891,928,Black,928,Black,1,39,62.98,76.07,42.24,70.64,10,9,2,2,3,2,11,1,65.41,79.88,54.49,61.85,11,8,3,2,3,3,9,1,65.41,79.88,54.49,61.85,11,8,3,2,3,3,11,1
"975, 2021.01.14, 10",975,10,2021.01.14,180,emuravjev,Ainceer,901,936,Black,936,Black,1,30,61.95,92.92,20.74,72.18,9,5,2,2,1,2,9,1,58.87,88.9,41.12,46.6,12,1,1,3,2,1,10,1,58.87,88.9,41.12,46.6,12,1,1,3,2,1,9,1
"976, 2021.01.14, 10",976,10,2021.01.14,180,Ainceer,fistro22,944,936,White,944,White,1,42.5,72.5,65.23,62.34,90.45,22,3,5,2,0,1,10,1,55.34,66.27,25.51,74.25,9,5,2,8,1,2,15,1,72.5,65.23,62.34,90.45,22,3,5,2,0,1,10,1
"977, 2021.01.14, 10",977,10,2021.01.14,180,cissemaster,Ainceer,953,944,Black,944,Draw,0,52.5,72.69,74.3,69.61,74.24,16,12,5,7,2,0,11,1,72.67,85.24,58.11,73.92,20,7,4,7,2,3,9,1,72.67,85.24,58.11,73.92,20,7,4,7,2,3,11,1
"978, 2021.01.14, 10",978,10,2021.01.14,180,shatarang420,Ainceer,913,935,Black,935,White,0,20.5,57.11,61.26,52.93,57.14,6,4,1,1,1,0,8,1,58.3,94.8,38.34,38.99,7,2,0,3,1,0,7,1,58.3,94.8,38.34,38.99,7,2,0,3,1,0,8,1
"979, 2021.01.14, 10",979,10,2021.01.14,180,stevebuscemifan73,Ainceer,891,942,Black,942,Black,1,53,78.07,63.41,77.4,94.32,15,20,2,6,2,1,7,0,80.91,64.53,84.73,94.22,18,19,3,4,1,1,7,0,80.91,64.53,84.73,94.22,18,19,3,4,1,1,7,0
"980, 2021.01.14, 10",980,10,2021.01.14,180,Ainceer,paddingrook,949,913,White,949,White,1,21.5,82.7,94.9,73.17,78.27,12,5,0,1,1,0,3,1,60.2,90.58,54.55,35.47,3,5,4,1,0,1,7,2,82.7,94.9,73.17,78.27,12,5,0,1,1,0,3,1
"981, 2021.01.14, 10",981,10,2021.01.14,180,Ainceer,Levent1666,941,974,White,941,Black,0,31,84.88,96.79,81.82,74.84,15,7,2,3,1,0,3,2,73.94,85.85,60.97,73.8,10,6,3,3,3,1,5,1,84.88,96.79,81.82,74.84,15,7,2,3,1,0,3,2
"982, 2021.01.14, 10",982,10,2021.01.14,180,Ainceer,MetheMeticien,933,953,White,933,Black,0,3,96.36,100,89.12,99.96,1,1,1,0,0,0,0,1,84.61,71.06,95.41,87.35,0,1,1,1,0,0,0,0,96.36,100,89.12,99.96,1,1,1,0,0,0,0,1
"983, 2021.01.15, 10",983,10,2021.01.15,180,Ainceer,pacmac05,939,828,White,939,White,1,34.5,56.16,76.88,36.61,54.87,9,7,0,3,2,0,14,1,58.48,65.64,62.34,46.8,10,7,3,0,0,0,14,2,56.16,76.88,36.61,54.87,9,7,0,3,2,0,14,1
"984, 2021.01.15, 10",984,10,2021.01.15,180,Ainceer,Mesut653,931,941,White,931,Black,0,23,65.6,76.49,68.07,50.32,9,2,2,2,1,1,6,2,71.58,59.63,80.79,74.7,10,2,0,5,2,0,4,0,65.6,76.49,68.07,50.32,9,2,2,2,1,1,6,2
"985, 2021.01.15, 10",985,10,2021.01.15,180,Marek1000,Ainceer,959,923,Black,923,White,0,22.5,76.78,63.36,98.62,67.16,9,6,1,2,0,0,5,0,70.61,69.92,94.2,47.81,6,5,3,2,1,0,5,2,70.61,69.92,94.2,47.81,6,5,3,2,1,0,5,2
"986, 2021.01.15, 10",986,10,2021.01.15,180,Shikhar325,Ainceer,975,916,Black,916,White,0,15.5,86.83,93.39,82.13,83.68,5,6,2,1,1,0,1,1,74.46,91.52,82.05,49.81,5,3,1,1,2,1,2,2,74.46,91.52,82.05,49.81,5,3,1,1,2,1,1,2
"987, 2021.01.15, 10",987,10,2021.01.15,180,Ainceer,KnightGuy100,908,915,White,908,Black,0,15,69.63,96.18,74.05,38.65,5,4,1,1,0,0,4,2,58.83,91.47,20.88,64.15,5,3,0,1,0,0,6,1,69.63,96.18,74.05,38.65,5,4,1,1,0,0,4,2
"988, 2021.01.15, 10",988,10,2021.01.15,180,Wisata,Ainceer,934,917,Black,917,Black,1,49,75.92,68.78,89.9,69.51,14,12,6,6,2,2,7,0,67.48,76.64,72.76,52.46,17,10,1,5,3,1,12,2,67.48,76.64,72.76,52.46,17,10,1,5,3,1,7,2
"989, 2021.01.15, 10",989,10,2021.01.15,180,akshaytelange,Ainceer,950,926,Black,926,Black,1,17,72.75,80.98,82.14,51.62,3,7,1,1,2,0,3,2,77.16,72.48,97.95,57.82,6,5,1,1,1,0,3,2,77.16,72.48,97.95,57.82,6,5,1,1,1,0,3,2
"990, 2021.01.15, 10",990,10,2021.01.15,600,david290782,Ainceer,1277,1287,Black,1287,Black,1,21.5,65.42,80.54,48.67,64.89,5,6,2,1,2,0,6,1,88.2,91.1,83.28,90.22,8,7,3,1,1,0,1,1,88.2,91.1,83.28,90.22,8,7,3,1,1,0,6,1
"991, 2021.01.15, 10",991,10,2021.01.15,600,Ainceer,Rochadingo,1280,1318,White,1280,Black,0,30,64.77,72,34.25,88.06,11,5,1,1,3,1,8,1,63.11,60.48,53.17,75.67,12,4,1,2,0,0,11,1,64.77,72,34.25,88.06,11,5,1,1,3,1,8,1
"992, 2021.01.15, 10",992,10,2021.01.15,600,Ainceer,MohamedNabil2009,1272,1291,White,1272,Black,0,24,66.87,79.49,69.9,51.22,10,2,1,4,0,0,7,2,79.29,77.86,93.34,66.66,13,2,2,3,0,0,4,2,66.87,79.49,69.9,51.22,10,2,1,4,0,0,7,2
"993, 2021.01.15, 10",993,10,2021.01.15,600,CPX_Nako,Ainceer,1238,1263,Black,1263,White,0,7,83.54,99.34,93.37,50,4,1,1,0,0,0,1,2,70.1,97.03,99.78,0,1,4,0,0,0,0,2,2,70.1,97.03,99.78,0,1,4,0,0,0,0,1,2
"994, 2021.01.15, 10",994,10,2021.01.15,600,Ainceer,aravintho,1255,1288,White,1255,Black,0,26,68.34,79.78,57.39,67.81,6,4,3,3,6,0,4,1,84.01,86.25,79.59,86.46,7,7,5,5,1,0,1,1,68.34,79.78,57.39,67.81,6,4,3,3,6,0,4,1
"995, 2021.01.15, 10",995,10,2021.01.15,180,Ainceer,1883900061V,934,928,White,934,White,1,18.5,86.97,82.79,99.03,79.8,11,3,3,0,0,0,2,2,43.11,52.53,38.1,38.7,3,0,0,5,2,0,8,1,86.97,82.79,99.03,79.8,11,3,3,0,0,0,2,2
"996, 2021.01.15, 10",996,10,2021.01.15,180,Ainceer,zielinski93,926,937,White,926,Black,0,20,63.94,87.86,82.55,14.33,8,2,0,1,3,2,4,2,80.92,75.23,71.02,99.1,10,5,0,1,1,1,2,1,63.94,87.86,82.55,14.33,8,2,0,1,3,2,4,2
"997, 2021.01.15, 10",997,10,2021.01.15,180,Ainceer,HunterRajat,935,941,White,935,White,1,37.5,75.27,90.11,79.06,55.09,15,8,2,2,3,1,7,2,69.37,88.4,66.55,51.58,12,7,2,3,5,1,7,2,75.27,90.11,79.06,55.09,15,8,2,2,3,1,7,2
"998, 2021.01.15, 10",998,10,2021.01.15,180,Ainceer,afleboi,944,954,White,944,White,1,57.5,85.6,89.54,74.58,92.46,35,11,1,2,2,1,6,1,73.03,81.95,60.97,76.18,19,17,2,3,2,2,12,1,85.6,89.54,74.58,92.46,35,11,1,2,2,1,6,1
"999, 2021.01.15, 10",999,10,2021.01.15,180,pruthvi9711,Ainceer,968,953,Black,953,Black,1,79,74.2,85.65,59.45,77.07,35,15,2,7,3,1,16,1,74.64,88.37,64.72,70.3,32,16,6,4,5,2,14,1,74.64,88.37,64.72,70.3,32,16,6,4,5,2,16,1
"1000, 2021.01.15, 10",1000,10,2021.01.15,180,Abhijith69,Ainceer,923,960,Black,960,Black,1,8.5,84.59,95.75,96.4,61.61,1,6,1,0,0,0,1,2,98.65,97.08,99.89,99.14,4,4,0,0,0,0,0,0,98.65,97.08,99.89,99.14,4,4,0,0,0,0,1,0
"1001, 2021.01.15, 10",1001,10,2021.01.15,180,mdlcode,Ainceer,947,951,Black,951,White,0,54.5,63.97,61.05,57.68,73.35,15,7,4,7,6,5,11,1,71.52,75.09,64.43,75.04,22,10,4,3,2,1,12,1,71.52,75.09,64.43,75.04,22,10,4,3,2,1,11,1
"1002, 2021.01.15, 10",1002,10,2021.01.15,180,Ainceer,EJC321,943,969,White,943,Black,0,22,54.62,95.02,31.67,31.4,4,6,0,1,1,2,8,2,58.6,81.51,25.61,65.42,7,3,1,1,2,0,8,1,54.62,95.02,31.67,31.4,4,6,0,1,1,2,8,2
"1003, 2021.01.15, 10",1003,10,2021.01.15,180,SawyerGoetz,Ainceer,970,952,Black,952,Black,1,24,64.48,90.44,58.97,44.03,4,7,2,2,2,1,6,2,63.03,90.66,57.51,40.92,6,3,1,4,2,2,6,2,63.03,90.66,57.51,40.92,6,3,1,4,2,2,6,2
"1004, 2021.01.15, 10",1004,10,2021.01.15,180,nuttydafool,Ainceer,939,943,Black,943,White,0,30.5,75.23,89.6,72.16,62.47,14,4,1,5,1,0,6,2,75.66,95.39,66.86,64.73,9,10,1,3,1,0,6,2,75.66,95.39,66.86,64.73,9,10,1,3,1,0,6,2
"1005, 2021.01.15, 10",1005,10,2021.01.15,180,Photographk,Ainceer,888,950,Black,950,Black,1,25,73.01,94.09,58.93,63.38,7,9,2,0,1,0,6,1,71.99,91.61,72.77,49.15,9,5,3,1,1,0,6,2,71.99,91.61,72.77,49.15,9,5,3,1,1,0,6,2
"1006, 2021.01.15, 10",1006,10,2021.01.15,180,Ainceer,Ebb55,941,912,White,941,Black,0,13,66.14,98.34,25,67.02,3,5,0,1,0,0,4,1,65.04,61.24,50.94,83.89,6,0,0,3,0,1,3,1,66.14,98.34,25,67.02,3,5,0,1,0,0,4,1
"1007, 2021.01.15, 10",1007,10,2021.01.15,180,Ainceer,BatmanCt8,949,931,White,949,White,1,51.5,58.09,62.51,59.14,52.36,12,10,3,3,4,4,16,2,69.05,66.65,60.83,79.67,21,7,2,4,2,4,11,1,58.09,62.51,59.14,52.36,12,10,3,3,4,4,16,2
"1008, 2021.01.16, 10",1008,10,2021.01.16,180,ANKir13,Ainceer,947,957,Black,957,Black,1,42,60.53,72.8,48.39,60.41,13,7,1,4,2,0,15,1,56.67,72.74,30.38,66.89,12,3,4,4,3,3,13,1,56.67,72.74,30.38,66.89,12,3,4,4,3,3,15,1
"1009, 2021.01.16, 10",1009,10,2021.01.16,180,Ainceer,robertgaertner,964,919,White,964,White,1,49.5,53.82,60.42,63.88,36.11,14,8,0,2,4,2,20,2,60.27,53.3,62.37,65.58,16,7,1,4,4,1,16,0,53.82,60.42,63.88,36.11,14,8,0,2,4,2,20,2
"1010, 2021.01.16, 10",1010,10,2021.01.16,180,Ainceer,jevgeny777,957,1014,White,957,Black,0,50,72.66,79.66,75.9,61.78,17,9,3,7,5,2,7,2,74.85,81.02,65.72,78,23,8,1,4,3,2,9,1,72.66,79.66,75.9,61.78,17,9,3,7,5,2,7,2
"1011, 2021.01.16, 10",1011,10,2021.01.16,180,Ainceer,sidsinaan,965,933,White,965,White,1,26.5,78.64,96,57.77,82.16,10,7,4,0,1,1,4,1,69.09,94.75,55.67,55.31,11,6,0,1,1,0,7,2,78.64,96,57.77,82.16,10,7,4,0,1,1,4,1
"1012, 2021.01.16, 10",1012,10,2021.01.16,180,michi730,Ainceer,1043,959,Black,959,White,0,9.5,92.35,96.34,86.24,93.13,2,5,2,0,1,0,0,1,84.82,99.64,94.55,60.25,2,4,2,0,0,0,1,2,84.82,99.64,94.55,60.25,2,4,2,0,0,0,0,2
"1013, 2021.01.16, 10",1013,10,2021.01.16,180,ManishChennai,Ainceer,962,951,Black,951,White,0,29,73.1,89.76,46.7,83.91,10,5,2,5,1,0,6,1,58.64,78.84,44.36,52.07,8,6,1,1,2,1,10,1,58.64,78.84,44.36,52.07,8,6,1,1,2,1,6,1
"1014, 2021.01.16, 10",1014,10,2021.01.16,180,Ainceer,DanyarHassan,959,868,White,959,White,1,29.5,82.05,88.28,79.14,78.72,11,7,7,0,0,2,3,2,77.03,86.7,66.4,78.11,10,10,1,2,0,0,6,1,82.05,88.28,79.14,78.72,11,7,7,0,0,2,3,2
"1015, 2021.01.16, 10",1015,10,2021.01.16,180,borgesbb,Ainceer,967,959,Black,959,Draw,0,57,76.9,81.07,76.57,73.05,19,16,4,4,4,2,8,2,75.25,82.65,66.38,76.73,21,13,4,5,2,2,10,1,75.25,82.65,66.38,76.73,21,13,4,5,2,2,8,1
"1016, 2021.01.16, 10",1016,10,2021.01.16,180,mannyflugo,Ainceer,972,967,Black,967,Black,1,26,71.35,97.1,45.79,71.11,7,8,2,2,1,1,5,1,78.64,89.45,69.99,76.22,14,4,2,0,1,0,5,1,78.64,89.45,69.99,76.22,14,4,2,0,1,0,5,1
"1017, 2021.01.16, 10",1017,10,2021.01.16,180,Yash0006,Ainceer,938,975,Black,975,Black,1,27,72.25,83.94,76.15,56.66,8,7,2,3,1,1,5,2,71.51,87.19,60.59,66.76,11,5,1,1,2,2,5,1,71.51,87.19,60.59,66.76,11,5,1,1,2,2,5,1
"1018, 2021.01.16, 10",1018,10,2021.01.16,180,Ainceer,Rookenfish,983,985,White,983,White,1,17,75.35,82.17,69.32,74.4,8,2,1,1,2,0,3,1,45.2,45.1,60.55,26.88,2,3,0,3,0,1,8,2,75.35,82.17,69.32,74.4,8,2,1,1,2,0,3,1
"1019, 2021.01.16, 10",1019,10,2021.01.16,180,judasdesamos,Ainceer,984,991,Black,991,Black,1,38,78.07,81.85,79.15,72.81,15,5,4,5,4,2,3,2,75.83,84.84,65.99,76.73,12,12,3,1,4,1,5,1,75.83,84.84,65.99,76.73,12,12,3,1,4,1,3,1
"1020, 2021.01.16, 10",1020,10,2021.01.16,180,Ainceer,kane_07,998,959,White,998,White,1,31.5,71.88,70.77,56.56,89.95,8,10,2,2,3,1,6,1,51.96,56.4,29.06,69.98,9,4,0,3,1,0,14,1,71.88,70.77,56.56,89.95,8,10,2,2,3,1,6,1
"1021, 2021.01.16, 10",1021,10,2021.01.16,180,Ainceer,destroyerSKM,991,1069,White,991,Black,0,1,100,100,0,0,1,0,0,0,0,0,0,2,63.88,63.88,0,0,0,0,0,1,0,0,0,2,100,100,0,0,1,0,0,0,0,0,0,2
"1022, 2021.01.16, 10",1022,10,2021.01.16,180,Ainceer,HollySheikh,983,990,White,983,Black,0,19,76.47,83.44,91.97,52.84,7,3,4,1,1,1,2,2,72.87,81.31,68.74,67.14,7,4,0,2,2,1,3,2,76.47,83.44,91.97,52.84,7,3,4,1,1,1,2,2
"1023, 2021.01.16, 10",1023,10,2021.01.16,180,vanjafreak,Ainceer,994,975,Black,975,White,0,9.5,72.63,99.51,14.35,95.08,3,4,0,0,0,1,2,1,78.73,99.64,72.77,63.77,3,2,1,1,0,1,1,2,78.73,99.64,72.77,63.77,3,2,1,1,0,1,2,2
"1024, 2021.01.16, 10",1024,10,2021.01.16,180,CacoPotato,Ainceer,967,983,Black,983,Black,1,44,66.55,80.36,74.63,43.11,17,6,2,4,2,1,12,2,67.08,81.79,63.06,55.63,16,8,2,3,3,1,11,2,67.08,81.79,63.06,55.63,16,8,2,3,3,1,12,2
"1025, 2021.01.16, 10",1025,10,2021.01.16,180,Ainceer,godofmating,991,988,White,991,White,1,66.5,76.56,62.76,72.91,94.63,27,14,4,4,5,3,10,0,69.79,59.77,73.89,75.7,21,14,4,6,4,4,13,0,76.56,62.76,72.91,94.63,27,14,4,4,5,3,10,0
"1026, 2021.01.16, 10",1026,10,2021.01.16,180,Ainceer,TURKOSULTANMAGGA,999,966,White,999,White,1,52.5,67.73,74.42,62.87,65.8,18,12,3,2,4,1,13,1,67.23,55.39,72.14,74.86,18,9,3,5,3,2,12,0,67.73,74.42,62.87,65.8,18,12,3,2,4,1,13,1
"1027, 2021.01.16, 10",1027,10,2021.01.16,180,WMP31,Ainceer,994,991,Black,991,White,0,10,95.83,99.43,97.06,89.8,3,6,0,1,0,0,0,2,81.95,99.73,84.22,55.97,5,2,0,1,1,0,1,2,81.95,99.73,84.22,55.97,5,2,0,1,1,0,0,2
"1028, 2021.01.16, 10",1028,10,2021.01.16,180,uhbarp,Ainceer,952,982,Black,982,White,0,12.5,59.25,52.82,54.97,71.56,5,1,0,0,2,1,4,0,52.73,94.75,26.1,37.33,2,1,2,0,3,0,4,1,52.73,94.75,26.1,37.33,2,1,2,0,3,0,4,1
"1029, 2021.01.16, 10",1029,10,2021.01.16,180,argentinka,Ainceer,1032,975,Black,975,White,0,18.5,94.53,95.08,94.59,93.82,7,8,2,2,0,0,0,2,86.44,95.73,99.35,64.25,4,10,0,2,0,0,2,2,86.44,95.73,99.35,64.25,4,10,0,2,0,0,0,2
"1030, 2021.01.16, 10",1030,10,2021.01.16,180,Ainceer,imarattlar,983,974,White,983,White,1,39.5,82.48,85.08,76.61,85.55,18,10,3,1,4,0,4,1,78.69,87.04,58.81,90.22,13,11,3,2,3,3,4,1,82.48,85.08,76.61,85.55,18,10,3,1,4,0,4,1
"1031, 2021.01.16, 10",1031,10,2021.01.16,180,Ainceer,Raykhert,991,954,White,991,White,1,51.5,71.3,67.84,54.61,91.66,19,11,4,3,1,2,12,1,66.57,54.41,63.79,81.51,16,14,1,2,3,1,14,0,71.3,67.84,54.61,91.66,19,11,4,3,1,2,12,1
"1032, 2021.01.16, 10",1032,10,2021.01.16,180,Ainceer,kfu123,984,1035,White,984,Black,0,26,78.81,96.44,68.15,70.97,13,6,0,2,0,0,5,1,72.5,80.53,61.97,75.3,10,6,2,1,1,0,6,1,78.81,96.44,68.15,70.97,13,6,0,2,0,0,5,1
